court_leaflets_id,court_leaflets_num,court_leaflets_title,court_leaflets_type,court_leaflets_comment,court_leaflets_category,court_leaflets_download,court_leaflets_internal_flag,court_leaflets_url,court_leaflets_keywords,court_leaflets_format,court_leaflets_lastupdate,language_id,court_work_type_id
959,A60 Notes,Application for an Adoption Order (Excluding a Convention Adoption Order) Where the Child Is Habitually Resident Outside the British Islands and Is Brought into the United Kingdom for the Purposes of Adoption (Form A60) ? Notes on Completing the Form ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a060-notes-eng.pdf ,,(PDF 124KB),April 2014 ,5,0
960,A61 Notes,Application for an Order for Parental Responsibilty Prior to Adoption Abroad (Form A61) - Notes on Completing the Form ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a061-notes-eng.pdf ,,(PDF 136KB),April 2014 ,5,0
961,A62 Notes,Application for a Direction under Section 88(1) of the Adoption and Children Act 2002 (Form A62) ? Notes on Completing the Form ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a062-notes-eng.pdf ,NULL,(PDF 110KB),April 2014 ,5,NULL
962,A63 Notes,Application for an Order to Annul a Convention Adoption or Convention Adoption Order or for an Overseas Adoption or Determination Under Section 91 to Cease to be Valid (Form A63) - Notes on Completing the Form,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a063-notes-eng.pdf ,NULL,(PDF 104KB),April 2014 ,5,NULL
963,FP1A ,Application Under Part 19 of the Family Procedure Rules 2010 - Notes for Applicant on Completing the Application (Form FP1). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fp001a-eng.pdf,NULL,(PDF 475KB),April 2011 ,5,NULL
964,FP1B ,Application Under Part 19 of the Family Procedure 2010 - Notes for Respondent.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fp001b-eng.pdf,NULL,(PDF 474KB),April 2011 ,5,NULL
965,CB4,Special Guardianship - A Guide for Family Court Users,Adobe Acrobat (pdf) ,Internet downloadable guidance,Children Act,1,0,cb004-eng.pdf,,(PDF 306KB),April 2014 ,5,0
973,Form E Notes,Notes to Financial Statement for a Financial Order or for Financial Relief After an Overseas Divorce or Dissolution etc.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,form-e-notes-eng.pdf,NULL,(PDF 143KB),April 2014 ,5,NULL
978,A52 Nodiadau / A52 Notes,Cais am ddiddymu gorchymyn lleoli (Ffurflen 52). Nodiadau ar lenwi'r ffurflen. / Application for revocation of a placement order (Form 52). Notes on completing the form. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a052-notes-bil.pdf ,NULL,(PDF 192KB),April 2011 ,17,NULL
979,A55 Nodiadau / A55 Notes,Cais am ganiatâd i newid cyfenw plentyn (Ffurflen A55)Nodiadau ar lenwi'r ffurflen. / Application for permission to change a child's surname (Form A55)Notes on completing the form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a055-notes-bil.pdf ,NULL,(PDF 280KB),December 2005 ,17,NULL
980,A56 Nodiadau / A56 Notes,Cais am ganiatâd i symud plentyn o'r Deyrnas Unedig (Ffurflen A56) Nodiadau ar lenwi'r ffurflen. / Application for permission to remove a child from the United Kingdom (Form A56) Notes on completing the form. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a056-notes-bil.pdf ,NULL,(PDF 100KB),December 2005 ,17,NULL
981,A62 Nodiadau / A62 Notes,Cais am gyfarwyddyd dan adran 88(1) Deddf Mabwysiadu a Phlant 2002 (Ffurflen A62)Nodiadau ar lenwi'r ffurflen. / Application for a direction under section 88(1) of the Adoption and Children Act 2002 (Form A62) Notes on completing the form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a062-notes-bil.pdf ,NULL,(PDF 97KB) ,December 2005 ,17,NULL
983,FP1B ,Cais dan Ran 19 Trefniadaeth Teulu 2010. Nodiadau i atebwyr. / Application under Part 19 of the Family Procedure 2010. Notes for respondent.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fp001b-bil.pdf,NULL,(PDF 169KB),April 2011 ,17,NULL
986,A63 Nodiadau / A63 Notes,Cais am orchymyn i ddirymu mabwysiad dan y Cytundeb neu orchymyn mabwysiadu dan y Cytundeb neu i fabwysiad tramor neu benderfyniad dan adran 91 beidio â bod yn ddilys (Ffurflen A63). / Application for an order to annul a Convention adoption or Convention adoption order or for an overseas adoption or determination under section 91 to cease to be valid (Form A63). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a063-notes-bil.pdf ,NULL,(PDF 100KB),December 2005 ,17,NULL
989,N8A,Hawliad Cyflafareddu - nodiadau i'r hawlydd. / Arbitration Claim - notes for the claimant.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n008a-bil.pdf,NULL,(PDF 141KB),April 2006 ,17,NULL
999,A21,Intercounty Adoption and the 1993 Hague Convention,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a021-eng.pdf ,NULL,(PDF 246KB),April 2014 ,5,NULL
1001,Form 206,Applying for permission to appeal to the Court of Appeal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Civil Division,1,0,form-206-eng.pdf,,(PDF 344KB),April 2016 ,5,0
1002,Form 207,Time limits for appealing to the Court of Appeal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Civil Division,1,0,form-207-eng.pdf,NULL,(PDF 524KB),August 2015,5,NULL
1003,A50 Nodiadau / A50 Notes,Cais am Orchymyn Lleoli (Ffurflen A50) Nodiadau ar lenwi'r ffurflen. / Application for a Placement Order (Form A50) Notes on completing the form. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a050-notes-bil.pdf ,NULL,(PDF 113KB),December 2005 ,17,NULL
1004,A51 Nodiadau / A51 Notes,Cais i amrywio gorchymyn lleoli (Ffurflen 51) Nodiadau ar lenwi'r ffurflen. / Application for variation of a placement order (Form A51) Notes on completing the form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a051-notes-bil.pdf ,NULL,(PDF 102KB),December 2005 ,17,NULL
1005,A53 Nodiadau / A53 Notes,Cais am orchymyn cyswllt dan adran 26 Deddf Mabwysiadu a Phlant 2002 (Ffurflen A53). Nodiadau ar lenwi'r ffurflen. / Application for a contact order under section 26 of the Adoption and Children Act 2002 (Form A53). Notes on completing the form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a053-notes-bil.pdf ,NULL,(PDF 199KB),April 2011 ,17,NULL
1006,A54 Nodiadau / A54 Notes,Cais i amrywio neu ddiddymu gorchymyn cyswllt a wnaed dan adran 26 Deddf Mabwysiadu a Phlant 2002 (Ffurflen A54) Nodiadau ar lenwi'rffurflen. / Application for variation or revocation of a contact order made under section 26 of the Adoption and Children Act 2002 (Form A54) Notes on completing the form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a054-notes-bil.pdf ,NULL,(PDF 107KB),December 2005 ,17,NULL
1007,A57 Nodiadau / A57 Notes,Cais am orchymyn dychwelyd plentyn (Ffurflen A57) Nodiadau ar lenwi'r ffurflen. / Application for a recovery order (Form A57) Notes on completing the form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a057-notes-bil.pdf ,NULL,(PDF 115KB),December 2005 ,17,NULL
1009,A59 Nodiadau / A59 Notes,Cais am orchymyn mabwysiadu dan y Cytundeb (Ffurflen A59) - Nodiadau ar lenwi'r ffurflen. / Application for a Convention adoption order (Form A59) - Notes on completing the form. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a059-notes-bil.pdf ,NULL,(PDF 135KB),March 2014 ,17,NULL
1018,AJ22 ,Courts Charter - The Royal Courts of Justice,Adobe Acrobat (pdf) ,Internet downloadable guidance,Courts Charter,1,0,aj22-eng.pdf ,NULL,(PDF 202KB),October 2008,5,NULL
1020,AJ24 ,Courts Charter - The Probate Service,Adobe Acrobat (pdf) ,Internet downloadable guidance,Courts Charter,1,0,aj24-eng.pdf ,NULL,(PDF 199Kb),November 2007 ,5,NULL
1021,AJ26 ,Courts Charter - Magistrates' Courts,Adobe Acrobat (pdf) ,Internet downloadable guidance,Courts Charter,1,0,aj26-eng.pdf ,NULL,(PDF 209KB),November 2006 ,5,NULL
1024,PA1A ,Nodiadau canllaw ar gyfer y Ffurflen Gais am Brofiant PA1. / Guidance Notes for Probate Application Form PA1. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Probate ,1,0,pa001a-bil.pdf,NULL,(PDF 190KB),December 2008 ,17,NULL
1025,N162A,Nodiadau cyfarwyddiadol ar gyfer llenwi rhybudd yr atebydd. / Guidance notes for completing the respondent's notice.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n162a-bil.pdf,NULL,(PDF 337KB),April 2007 ,17,NULL
1026,N461 Nodiadau / N461 Notes,Nodiadau canllaw ar lenwi'r ffurflen hawlio Adolygiad Barnwrol. / Guidance notes on completing the Judicial Review claim form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Court,1,0,n461-notes-bil.pdf ,NULL,(PDF 192KB),April 2009 ,17,NULL
1028,MC100,Make Sure You Can Pay Your Fine. (Polish),Adobe Acrobat (pdf) ,Internet downloadable guidance,Magistrates' Court,1,0,mc100-pol.pdf,NULL,(PDF 508KB),December 2013 ,18,NULL
1029,5222A,Supporting you Through Jury Service.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Jury Service,1,0,5222a-eng.pdf,,(PDF 141KB),January 2015,5,0
1031,LOC002,I Want to challenge the outcome of an election and how do I apply for relief ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Queen's Bench ,1,0,loc002-eng.pdf,,(PDF 160KB),August 2014,5,0
1032,PA5,Do I Need a Grant of Representation (Probate or Letters of Administration)?A Guide for People Dealing with the Estate when Someone Has Recently Died. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Probate ,1,0,pa005-eng.pdf,,(PDF 338KB),April 2011 ,5,71
1033,PA7,How to Deposit a Will with the Probate Service. a Guide for People Who Want to Deposit a Will for Safekeeping.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Probate ,1,0,pa007-eng.pdf,,(PDF 261KB),April 2011 ,5,71
1034,PA8,How to Enter a Caveat.A Guide for People Who Want to Challenge an Application for Grant on an Estate. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Probate ,1,0,pa008-eng.pdf,,(PDF 291KB),April 2011 ,5,71
1037,EX660 Notes,Communicating with the Home Office in Family Proceedings.,Adobe Acrobat (pdf) ,Internet downloadable guidance,General ,1,0,ex660-notes-eng.pdf,NULL,(PDF 124KB),October 2014,5,NULL
1038,FL701,Forced Marriage Protection Orders - How can they protect me?,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fl701-eng.pdf,,(PDF 165KB),July 2015,5,5
1045,CB5,Applications Related to Enforcement of a Child Arrangements Order,Adobe Acrobat (pdf) ,Internet downloadable guidance,Children Act,1,0,cb005-eng.pdf,,(PDF 214KB),November 2014 ,5,18
1046,CB6,A guide to explain some words and expressions used in private children cases.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Children Act,1,0,cb006-eng.pdf,NULL,(PDF 582KB),July 2015,5,NULL
1048,EX725,Making a Cross Border Claim in the EU.,Adobe Acrobat (pdf) ,Internet downloadable guidance,European cross-border claims ,1,0,ex725-eng.pdf,NULL,(PDF 193KB),April 2014 ,5,5
1070,A61 Nodiadau / A61 Notes,Cais am orchymyn cyfrifoldeb rhieni cyn mabwysiadu dramor (Ffurflen A61) Nodiadau ar lenwi'r ffurflen / Application for an order for parental responsibilty prior to adoption abroad (Form A61) Notes on completing the form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a061-notes-bil.pdf ,NULL,(PDF 174KB),March 2014 ,17,NULL
1071,A58 Nodiadau / A58 Notes,Cais am orchymyn mabwysiadu (Ffurflen A58). Nodiadau ar lenwi'r ffurflen. / Application for an adoption order (Form A58). Notes on completing the form. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a058-notes-bil.pdf ,NULL,(PDF 151KB),March 2014 ,17,NULL
1073,EX107 Info ,"Guidance, Transcription Panel List and Prices",Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,ex107-info-eng-20160121.pdf ,,(PDF 112KB),January 2016,5,0
1074,EX107 Gwybodaeth / EX107 Info,"Canllawiau, Rhestr y Panel Trawsgrifio a Phrisiau / Guidance, transcription panel list and prices ",Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,ex107-info-bil-20160128.pdf ,,(PDF 151KB),January 2016,17,0
2392,PA4,Cyfeiriadur Cofrestrfeydd Profiant a Chanolfannau Apwyntiadau / Directory of Probate Registries and Appointment Venues ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Probate ,1,0,pa004-bil.pdf,,(PDF 187KB),September 2014,17,0
2393,EX727,I Have an Employment or an Employment Appeal Tribunal Award but the Respondent Has Not Paid. How Do I Enforce It?,Adobe Acrobat (pdf) ,Internet downloadable guidance,Enforcement,1,0,ex727-eng.pdf,,(PDF 206KB),April 2014 ,5,0
2394,SCCO ,Information for Litigants Enquiring About the Assessment of Costs Awarded Between Parties.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court Costs - Other ,1,0,scco-eng.pdf ,,(PDF 186KB),June 2012,5,0
2400,D8D Nodiadau / D8D Notes,Nodiadau canllaw ar lenwi deiseb am orchymyn/ddyfarniad rhagdybiaeth o farwolaeth a diddymu'r briodas/bartneriaeth sifil. / Supporting notes for guidance on completing a petition for a presumption of death decree/order and dissolution of the marriage/civil partnership.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,d008d-notes-bil.pdf,NULL,(PDF 178KB),January 2014,17,NULL
2401,D8N Nodiadau / D8N Notes,Nodiadau canllaw ar gyfer llenwi deiseb dirymu. / Supporting notes for guidance on completing a nullity petition.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,d008n-notes-bil.pdf,NULL,(PDF 169KB),April 2014 ,17,NULL
2402,Ffurflen E Nodiadau / Form E Notes ,Datganiad ariannol am orchymyn ariannol neu am gymorth ariannol ar ol ysgariad neu ddiddymiad dramor ayb. / Financial statement for a financial order or for financial relief after an overseas divorce or dissolution etc.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,form-e-notes-bil.pdf,NULL,(PDF 169KB),January 2014,17,NULL
2403,FP1A ,Nodiadau ar gyfer ceisydd ar lenwi'r cais (Ffurflen FP1). / Notes for applicant on completing the application (Form FP1). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,fp001a-bil.pdf,NULL,(PDF 143KB),April 2011 ,17,NULL
2500,D191 ,About Annulment,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,d191-eng.pdf ,,(PDF 211KB),April 2014 ,5,0
2501,D192 ,About (Judicial) Separation Decrees / Orders.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,d192-eng.pdf ,NULL,(PDF 244KB),April 2014 ,5,NULL
2502,N1C(CC) ,Notes for Defendant on Replying to the Part 7 Claim Form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Commercial Court ,1,0,n001c(cc)-eng.pdf,NULL,(PDF 34KB) ,April 2014 ,5,NULL
2510,D8D Notes,Supporting Notes for Guidance on Completing a Petition for a Presumption of Death Decree / Order and Dissolution of the Marriage / Civil Partnership.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,d008d-notes-eng.pdf,NULL,(PDF 152KB),April 2014 ,5,NULL
2511,D8N Notes,Supporting Notes for Guidance on Completing a Nullity Petition.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Divorce / Civil Partnership Dissolution,1,0,d008n-notes-eng.pdf,NULL,(PDF 190KB),April 2014 ,5,NULL
2513,Canllawiau i Wys Rheithgor / Guide to Jury Summons,Canllawiau i Wys Rheithgor / Guide to Jury Summons,Adobe Acrobat (pdf) ,Internet downloadable guidance,Jury Service,1,0,jury-summons-guide-bil.pdf,NULL,(PDF 217KB),May 2011,17,NULL
2514,Allowances ,Allowances ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Jury Service,1,0,jurors-allowances-eng.pdf,NULL,(PDF 113KB),May 2011,5,NULL
2515,PA97 ,Notice to Personal Applicant ,Microsoft Word (doc),Internet downloadable guidance,Probate ,1,0,pa097-eng.doc,NULL,(Word 90KB),May 2014,5,71
2518,EX327,Mae gen i orchymyn cynhaliaeth ond nid ywn cael ei dalu / Ive got a maintenance order but its not being paid,Adobe Acrobat (pdf) ,Internet downloadable guidance,Children Act,1,0,ex327-bil.pdf,NULL,(PDF 288KB),July 2011,17,NULL
2520,N161C,Guidance Notes on Completing Form N161 - Appellant's Notice for Appeals Relating to Deduction Orders.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Civil Division,1,0,n161c-eng.pdf,NULL,(PDF 151KB),March 2012 ,5,NULL
2521,Juror Charter ,Juror Charter ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Jury Service,1,0,jurors-charter-eng.pdf,NULL,(PDF 154KB),August 2014,5,NULL
2523,Form PE3 Guidance,Guidance Notes for Completion of the Application to File a Statutory Declaration out of Time and Statutory Declaration.,Microsoft Word (doc),Internet downloadable guidance,Traffic Enforcement Centre,1,0,pe003-guidance-eng.doc,NULL,(Word 33KB),May 2014,5,NULL
2524,Form PE3 (Vehicle Emissions) Guidance ,Guidance Notes for Completion of the Application to File a Statutory Declaration out of Time and Statutory Declaration for Vehicle Emissions.,Microsoft Word (doc),Internet downloadable guidance,Traffic Enforcement Centre,1,0,pe003(ve)-guidance-eng.doc,NULL,(Word 32KB),May 2014,5,NULL
2526,PA3,Ffioedd Profiant o fis Ebrill 2011 ymlaen. / Probate Fees from April 2011.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Probate ,1,0,pa003-bil.pdf,NULL,(PDF 160KB),April 2011 ,17,NULL
2530,T10,General Regulatory Chamber - Explanatory Leaflet. First-tier Tribunal (Claims Management Services).,Adobe Acrobat (pdf) ,Internet downloadable guidance,Claims Management Services,1,0,t010-eng.pdf ,NULL,(PDF 243KB),December 2011 ,5,NULL
2531,T11,Guide to Completing the Notice of Appeal Form.First-tier Tribunal (Claims Management Services). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Claims Management Services,1,0,t011-eng.pdf ,NULL,(PDF 263KB),December 2011 ,5,NULL
2532,T12,Guidance Notes on Completing the First-tier Tribunal (Claims Management Services) Application for Permission to Appeal to the Upper Tribunal.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Claims Management Services,1,0,t012-eng.pdf ,NULL,(PDF 306KB),December 2011 ,5,NULL
2535,T252 ,At Your hearing - Explanatory Booklet.,Adobe Acrobat (pdf) ,Internet downloadable guidance,MP Expenses,1,0,t252-eng.pdf ,NULL,(PDF 517KB),March 2015 ,5,NULL
2537,T251 ,Guidance Notes on Completing the Notice of Appeal.,Adobe Acrobat (pdf) ,Internet downloadable guidance,MP Expenses,1,0,t251-eng.pdf ,NULL,(PDF 529KB),March 2015 ,5,NULL
2538,T112 ,Guidance Notes for Applications and Referrals. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t112-eng.pdf ,NULL,(PDF 15KB) ,January 2012,5,NULL
2539,T117 ,Information for Nearest Relatives. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t117-eng.pdf ,NULL,(PDF 163KB),November 2014 ,5,NULL
2540,T118 ,Information for Victims.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t118-eng.pdf ,NULL,(PDF 314KB),April 2012 ,5,NULL
2542,T120 ,Guidance for the Observation of Tribunal Hearings ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t120-eng.pdf ,NULL,(PDF 195KB),January 2012,5,NULL
2543,T121 ,Information for Restricted Patients Detained Under the Mental Health Act 1983 (as Amended by the Mental Health Act 2007),Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t121-eng.pdf ,NULL,(PDF 59KB) ,January 2012,5,NULL
2544,T122 ,Information for Non-Restricted Patients Detained Under the Mental Health Act 1983,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t122-eng.pdf ,NULL,(PDF 61KB) ,April 2014 ,5,NULL
2545,T123 ,Community Treatment Orders (CTO),Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t123-eng.pdf ,NULL,(PDF 78KB) ,April 2014 ,5,NULL
2547,Form P10 guidance notes,Form P10 Guidance Notes on Completing the Application Form for Permission to Appeal.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,p10-notes-eng.pdf,NULL,(PDF 201KB),January 2012,5,NULL
2548,Form P9 guidance notes ,"Form P9 Guidance Notes on Completing the Application Form to Set Aside a Decision, or Part of It. ",Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,p09-notes-eng.pdf,NULL,(PDF 185KB),January 2012,5,NULL
2549,T127 ,Practice Guidance on Procedures Concerning Handling Representations from Victims in the First-tier Tribunal (Mental Health). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t127-eng.pdf ,NULL,(PDF 60KB) ,January 2012,5,NULL
2556,N1A,Nodiadau i'r hawlydd ar lenwi ffurflen hawlio. / Notes for claimant on completing a claim form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n001a-bil.pdf,NULL,(PDF 139KB),April 2013 ,17,NULL
2557,N161A,Nodiadau canllaw ar lenwi ffurflen N161 - Hysbysiad apelydd (pob apel ac eithrio apeliadau ar y trac hawliadau bychain). / Guidance notes on completing form N161 - Appellant's notice (all appeals except small claims track appeals).,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Civil Division,1,0,n161a-bil.pdf,NULL,(PDF 220KB),March 2012 ,17,NULL
2558,N161C,Nodiadau canllaw ar lenwi ffurflen N161 Hysbysiad Apelydd am apeliadau sy'n ymwneud a gorchmynion didynnu. / Guidance notes on completing form N161 Appellant's notice for appeals relating to deduction orders. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Civil Division,1,0,n161c-bil.pdf,NULL,(PDF 165KB),March 2012 ,17,NULL
2564,EX711,Can the Media Attend My Court Case?A Guide for Family Court Users.,Adobe Acrobat (pdf) ,internet downloadable guidance,Family,1,0,ex711-eng.pdf,NULL,(PDF 222KB),April 2014 ,5,NULL
2565,EX710,A gaf i siarad am fy achos y tu allan i'r llys? - Arweiniad i ddefnyddwyr y llys teulu. / Can I talk about my case outside court? A guide for family court users.,Adobe Acrobat (pdf) ,internet downloadable guidance,Family,1,0,ex710-bil.pdf,NULL,(PDF 761KB),May 2009,17,NULL
2566,EX711,A gaiff y cyfryngau fynychu fy achos llys? - Arweiniad i ddefnyddwyr y llys teulu. / Can the media attend my court case? A guide for family court users ,Adobe Acrobat (pdf) ,internet downloadable guidance,Family,1,0,ex711-bil.pdf,NULL,(PDF 756KB),April 2009 ,17,NULL
2568,T001 ,Explanatory Leaflet - A Short Guide for Users. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Charity Tribunal ,1,0,t001-eng.pdf ,NULL,(PDF 343KB),April 2012 ,5,NULL
2569,T002 ,References - Some Questions and Answers. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Charity Tribunal ,1,0,t002-eng.pdf ,NULL,(PDF 294KB),April 2012 ,5,NULL
2571,T006 ,Guidance Notes on Completing the First-tier Tribunal (Charity) Application for Permission to Appeal to the Upper Tribunal.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Charity Tribunal ,1,0,t006-eng.pdf ,NULL,(PDF 332KB),April 2012 ,5,NULL
2593,PA97 ,Hysbysiad i geisydd personol. / Notice to personal applicant. ,Microsoft Word (doc),Internet downloadable guidance,Probate ,1,0,pa097-bil.doc,NULL,(Word 541KB),August 2014,17,NULL
2596,Bill of costs (SCCO),Information for Clients Enquiring About How to Have Their Solicitor's Bill of Costs Assessed - Senior Courts Costs Office.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court Costs - Other ,1,0,scco-bill-of-costs-eng.pdf,NULL,(PDF 178KB),June 2012,5,NULL
2597,T97,Guide to Completing the Notice of Appeal ,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,t097-eng.pdf ,NULL,(PDF 158KB),July 2014,5,NULL
2598,T95,Guidance Notes on Completing the First-tier General Regulatory Chamber Application for Permission to Appeal to the Upper Tribunal. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,t095-eng.pdf ,NULL,(PDF 151KB),July 2012,5,NULL
2600,T116 Notes ,Role of the Independent Mental Health Advocate (IMHA) in First-tier Tribunal (Mental Health) Hearings.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t116-notes-eng.pdf ,NULL,(PDF 221KB),July 2012,5,NULL
2610,Ffurflen 6.28 Nodiadau / Form 6.28 Notes ,Canllawiau ar gyfer Llenwi'r Ffurflen Datganiad o Amgylchiadau Ariannol (Deiseb Dyledwr) dan Adran 272 Deddf Ansolfedd 1986. / Guidance Notes for Completion of your Statement of Affairs (Debtor's Petition) Form Under Section 272 of the Insolvency Act 1986. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Bankruptcy and Insolvency ,1,0,form-628-notes-bil.pdf,,(PDF 133KB),October 2012,17,0
2612,T036 ,Guide to Completing the Notice of Appeal Form T35 (Nitrate Vulnerable Zone). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Environment Tribunal,1,0,t036-guidance-eng.pdf ,NULL,(PDF 397KB),May 2012,5,NULL
2613,T37,Nitrate Vulnerable Zone appeals - A guide for individuals,Adobe Acrobat (pdf) ,Internet downloadable guidance,Environment Tribunal,1,0,t037-guidance-eng.pdf ,NULL,(PDF 279KB),May 2012,5,NULL
2614,Application for Anonymity ,Application for Anonymity - Guidance Notes (IAT),Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,anonymity-guide-iat-eng.pdf ,NULL,(PDF 54KB) ,August 2012,5,NULL
2615,IAFT-1 Guide,A Guide to Completing IAFT-1 Appeal Form ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft001-guide-eng.pdf ,NULL,(PDF 370KB),September 2015,5,NULL
2616,IAFT-2 Guide,A Guide to Completing IAFT-2 Appeal Form ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft002-guide-eng.pdf ,NULL,(PDF 193KB),September 2015,5,NULL
2617,IAFT-3 Guide,A Guide to Completing IAFT-3 Appeal Form ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft003-guide-eng.pdf ,NULL,(PDF 353KB),September 2015,5,NULL
2621,IAFT-4 Guide,A Guide to Completing IAFT-4 Application Form,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft004-guide-eng.pdf ,,(PDF 162KB),September 2015,5,0
