code,title,attachment_file_name,attachment_content_type,attachment_file_size,content_date,language_id,doc_attachment_type_id,inactive,creator_id,original_url,original_id,published_date,file_format,summary
CH20,"Result of account of money due",ch20-eng.doc,application/msword,45056,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1500,2017-04-12,DOC,
CH21,"Order declaring that solicitor has ceased to act",ch21-eng.doc,application/msword,36352,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1510,2017-04-12,DOC,
CH22,"Mortgage: Suspended possession order",ch22-eng.doc,application/msword,37376,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1520,2017-04-12,DOC,
CH23,"Mortgage: Possession order",ch23-eng.doc,application/msword,35840,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1530,2017-04-12,DOC,
CH24,"Order appointing administrator pending determination of probate claim (CPR rule 57 Part 1 and 57PD paragraph 8)",ch24-eng.doc,application/msword,44032,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1540,2017-04-12,DOC,
CH25,"Security of receiver or of administrator pending determination of a probate claim (CPR PD57 paragraph 8)",ch25-eng.doc,application/msword,43520,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1550,2017-04-12,DOC,
CH26,"Order in probate claim involving compromise (CPR rule 57 Part 1 and 57PD paragraph 6.1)",ch26-eng.doc,application/msword,48640,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1560,2017-04-12,DOC,
CH27,"Handing out testamentary documents for examination",ch27-eng.doc,application/msword,48128,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1570,2017-04-12,DOC,
CH28,"Revocation / refusal of revocation of grant of probate",ch28-eng.doc,application/msword,45568,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1580,2017-04-12,DOC,
CH29,"Order pronouncing for some words, against others",ch29-eng.doc,application/msword,46080,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1590,2017-04-12,DOC,
CH30,"Pronouncing for completed copy / torn up will",ch30-eng.doc,application/msword,51712,2017-02-01,8,1,false,1,GetForm.do?court_forms_id=,1600,2017-04-12,DOC,
CH31,"Tomlin order - 1975 Act",ch31-eng.doc,application/msword,45568,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1610,2017-04-12,DOC,
CH32,"Order for approval of compromise",ch32-eng.doc,application/msword,46592,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1620,2017-04-12,DOC,
CH33,"Order granting permission to make application under the Inheritance (provision for family and dependants) Act 1975 after time expired",ch33-eng.doc,application/msword,45568,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1630,2017-04-12,DOC,
CH34,"Order for claimant to be defendant: Inheritance (provision for family and dependants) Act 1975",ch34-eng.doc,application/msword,43520,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1640,2017-04-12,DOC,
CH35,"Orders for provision under the Inheritance (provision for family and dependants) Act 1975",ch35-eng.doc,application/msword,55296,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1650,2017-04-12,DOC,
CH36,"Enforcing charging order (single defendant)",ch36-eng.doc,application/msword,38912,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1660,2017-04-12,DOC,
CH37,"Enforcing charging order (multiple defendants)",ch37-eng.doc,application/msword,40960,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1670,2017-04-12,DOC,
CH38,"Order for distribution of a Lloyd's Estate",ch38-eng.doc,application/msword,27136,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1680,2017-04-12,DOC,
CH39,"Lloyd's Estate form of witness statement",ch39-eng.doc,application/msword,31232,2016-02-01,8,1,false,1,GetForm.do?court_forms_id=,1690,2017-04-12,DOC,
CH40,"Costs Management Order (For use where budgets have not been wholly agreed)",ch40-eng.doc,application/msword,37888,2016-04-01,8,1,false,1,GetForm.do?court_forms_id=,1700,2017-04-12,DOC,
CH41,"Order removing personal representative/appointing substitute",ch41-eng.doc,application/msword,54784,2017-03-01,8,1,false,1,GetForm.do?court_forms_id=,1702,2017-04-12,DOC,
CH42,"Presumption of Death Act 2013",ch42-eng.doc,application/msword,45568,2017-01-01,8,1,false,1,GetForm.do?court_forms_id=,1706,2017-04-12,DOC,
CH43,"Variation of trusts: confidentiality order",ch43-eng.doc,application/msword,26112,2017-02-01,8,1,false,1,GetForm.do?court_forms_id=,1710,2017-04-12,DOC,
Child Support: How to Appeal,"Child Support: How to Appeal",child-support:-how-to-appeal-eng.pdf,application/pdf,52640,2013-10-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2828,2017-04-12,PDF,
Child Support: How to Appeal (Scotland),"Child Support: How to Appeal (Scotland)",child-support:-how-to-appeal-(scotland)-eng.pdf,application/pdf,56097,2013-10-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2829,2017-04-12,PDF,
CIC Guide 1996,"Guide to the Criminal Injuries Compensation Scheme 1996",cic-guide-1996-eng.pdf,application/pdf,114461,1999-04-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4496,2017-04-12,PDF,
CIC Guide 2001,"Guide to the Criminal Injuries Compensation Scheme 2001",cic-guide-2001-eng.pdf,application/pdf,712752,2007-12-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4497,2017-04-12,PDF,
CIC Guide 2008,"Guide to the Criminal Injuries Compensation Scheme 2008",cic-guide-2008-eng.pdf,application/pdf,114461,2014-07-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4498,2017-04-12,PDF,
CIC Guide 2012,"Guide to the Criminal Injuries Compensation Scheme 2012",cic-guide-2012-eng.pdf,application/pdf,506438,2014-07-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4499,2017-04-12,PDF,
Claim Information Form,"Claim Information Form",claim-information-form-eng.xls,application/vnd.ms-excel,99840,2014-04-01,8,1,false,1,GetForm.do?court_forms_id=,4425,2017-04-12,XLS,
CMIS,"Case Management Information Sheet",cmis-eng.doc,application/msword,37376,2012-01-01,8,1,false,1,GetForm.do?court_forms_id=,2721,2017-04-12,DOC,
COA bundle index A1/A2/A3,"First appeal from the High Court",coa-bundle-index-a1-a2-a3-eng.doc,application/msword,30208,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16312,2017-04-12,DOC,
COA bundle index A1/A2/A3a,"Second appeal from the High Court",coa-bundle-index-a1-a2-a3a-eng.doc,application/msword,30720,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16324,2017-04-12,DOC,
COA bundle index A2,"Appeal from an Employment Appeal Tribunal",coa-bundle-index-a2-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16303,2017-04-12,DOC,
COA bundle index A2 (1st appeal),"First appeal in a bankruptcy or insolvency matter",coa-bundle-index-a2-(1st-appeal)-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16313,2017-04-12,DOC,
COA bundle index A2 (2nd appeal),"Second appeal in bankruptcy or insolvency matters",coa-bundle-index-a2-(2nd-appeal)-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16325,2017-04-12,DOC,
COA bundle index A3/C3,"Appeal from the Upper Tribunal Administrative Appeals Chamber or Tax and Chancery Chamber",coa-bundle-index-a3-c3-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16309,2017-04-12,DOC,
COA bundle index A3a,"Intellectual property first appeal",coa-bundle-index-a3a-eng.doc,application/msword,30208,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16316,2017-04-12,DOC,
COA bundle index A3b,"Intellectual property second appeal",coa-bundle-index-a3b-eng.doc,application/msword,30208,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16317,2017-04-12,DOC,
COA bundle index B2/B5 (1st appeal),"First appeal from the County Court",coa-bundle-index-b2-b5-(1st-appeal)-eng.doc,application/msword,29184,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16311,2017-04-12,DOC,
COA bundle index B2/B5 (2nd appeal),"Second appeal from County Court, except homelessness",coa-bundle-index-b2-b5-(2nd-appeal)-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16323,2017-04-12,DOC,
COA bundle index B3 (1st appeal),"First appeal in a personal injury or clinical negligence matter",coa-bundle-index-b3-(1st-appeal)-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16314,2017-04-12,DOC,
COA bundle index B3 (2nd appeal),"Second appeal in personal injury or clinical negligence matters",coa-bundle-index-b3-(2nd-appeal)-eng.doc,application/msword,30208,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16328,2017-04-12,DOC,
COA bundle index B4 (1st appeal),"First appeal in a child case",coa-bundle-index-b4-(1st-appeal)-eng.doc,application/msword,29184,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16320,2017-04-12,DOC,
COA bundle index B4 (2nd appeal),"Second appeal in a child case",coa-bundle-index-b4-(2nd-appeal)-eng.doc,application/msword,31232,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16326,2017-04-12,DOC,
COA bundle index B5,"Homelessness appeal",coa-bundle-index-b5-eng.doc,application/msword,29184,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16315,2017-04-12,DOC,
COA bundle index B6 (1st appeal),"First appeal in divorce financial remedies matters",coa-bundle-index-b6-(1st-appeal)-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16306,2017-04-12,DOC,
COA bundle index B6 (2nd appeal),"Second appeal in divorce financial remedies matters",coa-bundle-index-b6-(2nd-appeal)-eng.doc,application/msword,32768,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16327,2017-04-12,DOC,
COA bundle index C1/C4/T3,"Judicial review appeal from the Administrative Court",coa-bundle-index-c1-c4-t3-eng.doc,application/msword,40960,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16319,2017-04-12,DOC,
COA bundle index C2/C3/A3,"Judicial review from the Upper Tribunal",coa-bundle-index-c2-c3-a3-eng.doc,application/msword,36352,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16321,2017-04-12,DOC,
COA bundle index C3 (Competition Appeal Tribunal),"Appeal from the Competition Appeal Tribunal",coa-bundle-index-c3-(competition-appeal-tribunal)-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16307,2017-04-12,DOC,
COA bundle index C3 (Upper Tribunal Lands Chamber),"Appeal from the Upper Tribunal Lands Chamber",coa-bundle-index-c3-(upper-tribunal-lands-chamber)-eng.doc,application/msword,29696,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16310,2017-04-12,DOC,
COA bundle index C4/C1,"Judicial review appeal from the Administrative Court or Judicial Review of decision of Upper Tribunal",coa-bundle-index-c4-c1-eng.doc,application/msword,35840,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16318,2017-04-12,DOC,
COA bundle index C6,"Judicial review of administrative review decision or appeal from UTIAC",coa-bundle-index-c6-eng.doc,application/msword,31232,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16322,2017-04-12,DOC,
COA bundle index T2,"Appeal from the Special Immigration Appeal Commission",coa-bundle-index-t2-eng.doc,application/msword,30720,2016-09-01,8,1,false,1,GetForm.do?court_forms_id=,16308,2017-04-12,DOC,
Comp 1,"Winding-up petition",comp-1-eng.doc,application/msword,42496,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16382,2017-04-12,DOC,
Comp 2,"Verification of the petition",comp-2-eng.doc,application/msword,28672,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16386,2017-04-12,DOC,
Comp 3,"Certificate of compliance",comp-3-eng.doc,application/msword,33792,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16390,2017-04-12,DOC,
Comp 4,"Notice of persons intending to appear",comp-4-eng.doc,application/msword,35840,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16394,2017-04-12,DOC,
Comp 5,"List of appearances",comp-5-eng.doc,application/msword,31744,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16398,2017-04-12,DOC,
Comp 7,"Petition by office holder",comp-7-eng.doc,application/msword,41984,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16401,2017-04-12,DOC,
Comp 8,"Administration application",comp-8-eng.doc,application/msword,44544,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16402,2017-04-12,DOC,
Control Order,"Claim form (under Section 11)",control-order-eng.doc,application/msword,67072,2005-05-01,8,1,false,1,GetForm.do?court_forms_id=,1042,2017-04-12,DOC,
COP DLA,"Deprivation of Liberty Application Form - For urgent consideration",cop-dla-eng.pdf,application/pdf,420366,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10450,2017-04-12,PDF,
COP DLA,"Ffurflen gais Colli Rhyddid I'w hystyried ar frys",cop-dla-cym.pdf,application/pdf,159055,2012-01-01,25,1,false,1,W_GetForm.do?court_forms_id=,10450,2017-04-12,PDF,
COP DLB,"Deprivation of Liberty - Declaration of exceptional urgency",cop-dlb-eng.pdf,application/pdf,357023,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10460,2017-04-12,PDF,
COP DLB,"Colli Rhyddid Datganiad brys eithriadol",cop-dlb-cym.pdf,application/pdf,98305,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,7460,2017-04-12,PDF,
COP DLC,"Colli Rhyddid Ffurflen caniatad",cop-dlc-cym.pdf,application/pdf,51462,2009-04-01,25,1,false,1,W_GetForm.do?court_forms_id=,7470,2017-04-12,PDF,
COP DLD,"Deprivation of liberty Certificate of service non service Certificate of notification non notification",cop-dld-eng.pdf,application/pdf,351365,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10480,2017-04-12,PDF,
COP DLD,"Colli Rhyddid - Tystysgrif cyflwyno/dim cyflwyno; Tystysgrif hysbysu/dim hysbysu",cop-dld-cym.pdf,application/pdf,53265,2009-04-01,25,1,false,1,W_GetForm.do?court_forms_id=,7480,2017-04-12,PDF,
COP DLE,"Acknowledgment of service/notification",cop-dle-eng.pdf,application/pdf,356572,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10490,2017-04-12,PDF,
COP DLE,"Colli Rhyddid - Cydnabyddiad cyflwyno/hysbysu",cop-dle-cym.pdf,application/pdf,63976,2009-04-01,25,1,false,1,W_GetForm.do?court_forms_id=,7490,2017-04-12,PDF,
COP DOL10,"Application to authorise a deprivation of liberty",cop-dol10-eng.pdf,application/pdf,292098,2016-12-01,8,1,false,1,GetForm.do?court_forms_id=,10500,2017-04-12,PDF,
COP DOL10,"Cais i awdurdodi colli rhyddid (adran 4A(3) a 16(2)(a) o Ddeddf Galluedd Meddyliol 2005)",cop-dol10-cym.pdf,application/pdf,232300,2014-10-01,25,1,false,1,W_GetForm.do?court_forms_id=,7500,2017-04-12,PDF,
COP FAQ,"Making an application to the Court of Protection - Frequently asked questions",cop-faq-eng.pdf,application/pdf,132079,2016-11-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2822,2017-04-12,PDF,
COP GN1,"Applications for the appointment of a deputy for property and financial affairs",cop-gn1-eng.pdf,application/pdf,148175,2015-09-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2814,2017-04-12,PDF,
COP GN1,"Ceisiadau am benodi dirprwy ar gyfer eiddo a materion ariannol",cop-gn1-cym.pdf,application/pdf,71565,2013-12-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7510,2017-04-12,PDF,
COP GN2,"Guidance on the sale of jointly owned property",cop-gn2-eng.pdf,application/pdf,183964,2015-09-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2815,2017-04-12,PDF,
COP GN2,"Arweiniad ar werthu eiddo y mae mwy nag un yn berchen arno",cop-gn2-cym.pdf,application/pdf,63448,2013-08-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7520,2017-04-12,PDF,
COP GN3,"Applications by existing deputies - Guidance note",cop-gn3-eng.pdf,application/pdf,138915,2015-09-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2816,2017-04-12,PDF,
COP GN3,"Nodyn Canllaw - Ceisiadau gan ddirprwyon cyfredol",cop-gn3-cym.pdf,application/pdf,56803,2013-08-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7530,2017-04-12,PDF,
COP GN4,"Making a personal welfare application to the Court of Protection",cop-gn4-eng.pdf,application/pdf,73556,2015-09-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2817,2017-04-12,PDF,
COP GN4,"Gwneud cais lles personol i'r Llys Gwarchod",cop-gn4-cym.pdf,application/pdf,74836,2013-08-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7540,2017-04-12,PDF,
COP GN5,"Coming for a hearing at the Court of Protection in London or at one of our regional courts",cop-gn5-eng.pdf,application/pdf,53227,2015-09-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2818,2017-04-12,PDF,
COP GN5,"Dod i Wrandawiad yn y Llys Gwarchod yn Llundain neu yn un o'n llysoedd rhanbarthol",cop-gn5-cym.pdf,application/pdf,37124,2013-12-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7550,2017-04-12,PDF,
COP GN6,"Ceisiadau i'r Llys Gwarchod yng nghyswllt cytundebau tenantiaeth sengl a lluosog",cop-gn6-cym.pdf,application/pdf,45798,2013-08-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7560,2017-04-12,PDF,
COP GN7,"Polisi rhestru - gwybodaeth i ddefnyddwyr y llys",cop-gn7-cym.pdf,application/pdf,56826,2013-08-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7570,2017-04-12,PDF,
COP GN8,"Applications for statutory wills, gifts, settlements and other dealings with P's property",cop-gn8-eng.pdf,application/pdf,118728,2015-09-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2821,2017-04-12,PDF,
COP GN8,"Ceisiadau am Ewyllysiau Statudol, Rhoddion, Setliadau a thrafodion eraill yn ymwneud ag eiddo P",cop-gn8-cym.pdf,application/pdf,57522,2013-08-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,7580,2017-04-12,PDF,
COP1,"Court of Protection Application Form",cop1-eng.pdf,application/pdf,134441,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10000,2017-04-12,PDF,
COP1,"Ffurflen gais",cop1-cym.pdf,application/pdf,273240,2015-08-01,25,1,false,1,W_GetForm.do?court_forms_id=,7000,2017-04-12,PDF,
COP1,"Ffurflen gais. | Application form",cop1-bil.pdf,application/pdf,419661,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10001,2017-04-12,PDF,
COP1A,"Annex A Supporting information for property and affairs applications",cop1a-eng.pdf,application/pdf,183652,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10010,2017-04-12,PDF,
COP1A,"Atodiad A: Gwybodaeth ategol ar gyfer ceisiadau ynghylch eiddo a materion ariannol. | Annex A: Supporting information for property and affairs applications",cop1a-bil.pdf,application/pdf,455301,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10011,2017-04-12,PDF,
COP1B,"Annex B - Supporting information for personal welfare applications",cop1b-eng.pdf,application/pdf,117054,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10020,2017-04-12,PDF,
COP1B,"Atodiad B: Gwybodaeth ategol ar gyfer ceisiadau lles personol. | Annex B: Supporting information for personal welfare applications",cop1b-bil.pdf,application/pdf,233196,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10021,2017-04-12,PDF,
COP1C,"Annex C: Supporting information for statutory will, codicil, gift(s), deed of variation or settlement of property",cop1c-eng.pdf,application/pdf,111969,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10030,2017-04-12,PDF,
COP1D,"Annex D: Supporting information for applications to appoint or discharge a trustee",cop1d-eng.pdf,application/pdf,104580,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10040,2017-04-12,PDF,
COP1E,"Annex E: Supporting information for an application by existing deputy or attorney",cop1e-eng.pdf,application/pdf,100206,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10050,2017-04-12,PDF,
COP1F,"Annex F: Supporting information relating to validity or operation of enduring power of attorney (EPA) or lasting power of attorney (LPA)",cop1f-eng.pdf,application/pdf,113175,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10060,2017-04-12,PDF,
COP2,"Ffurflen ganiatad",cop2-cym.pdf,application/pdf,93857,2013-10-01,25,1,false,1,W_GetForm.do?court_forms_id=,10070,2017-04-12,PDF,
COP2,"Ffurflen ganiat‚d. | Permission form",cop2-bil.pdf,application/pdf,116358,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10071,2017-04-12,PDF,
COP3,"Assessment of capacity",cop3-eng.pdf,application/pdf,307714,2013-12-01,8,1,false,1,GetForm.do?court_forms_id=,10080,2017-04-12,PDF,
COP3,"Asesu galluedd",cop3-cym.pdf,application/pdf,183339,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,10080,2017-04-12,PDF,
COP3,"Asesu gallu. | Assessment of capacity",cop3-bil.pdf,application/pdf,230413,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10081,2017-04-12,PDF,
COP4,"Deputy's declaration",cop4-eng.pdf,application/pdf,152658,2015-09-01,8,1,false,1,GetForm.do?court_forms_id=,10090,2017-04-12,PDF,
COP4,"Datganiad y dirprwy",cop4-cym.pdf,application/pdf,255385,2013-10-01,25,1,false,1,W_GetForm.do?court_forms_id=,10090,2017-04-12,PDF,
COP4,"Datganiad dirprwy. | Deputy's declaration",cop4-bil.pdf,application/pdf,258800,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10091,2017-04-12,PDF,
COP5,"Acknowledgment of Service/Notification",cop5-eng.pdf,application/pdf,107612,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10100,2017-04-12,PDF,
COP5,"Cydnabod cyflwyniad/hysbysiad. | Acknowledgment of service/notification",cop5-bil.pdf,application/pdf,182207,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10101,2017-04-12,PDF,
COP5A,"Guidance notes on completing form COP5 (Acknowledgment of service/notification)",cop5a-eng.pdf,application/pdf,49600,2015-09-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2770,2017-04-12,PDF,
COP7,"Application to object to the registration of a Lasting Power of Attorney",cop7-eng.pdf,application/pdf,326588,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10120,2017-04-12,PDF,
COP7,"Cais i wrthwynebu cofrestru Atwrneiaeth Arhosol (LPA)",cop7-cym.pdf,application/pdf,111816,2015-08-01,25,1,false,1,W_GetForm.do?court_forms_id=,7060,2017-04-12,PDF,
COP7,"Cais i wrthwynebu cofrestru Atwrneiaeth Arhosol (AA). | Application to object to the registration of a lasting power of attorney (LPA)",cop7-bil.pdf,application/pdf,219592,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10121,2017-04-12,PDF,
COP8,"Application relating to the registration of an enduring power of attorney (EPA)",cop8-eng.pdf,application/pdf,333743,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10130,2017-04-12,PDF,
COP8,"Cais yn ymwneud a chofrestru atwrneiaeth barhaus (EPA)",cop8-cym.pdf,application/pdf,149980,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,10130,2017-04-12,PDF,
COP9,"Application notice",cop9-eng.pdf,application/pdf,284977,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10140,2017-04-12,PDF,
COP9,"Hysbysiad o gais",cop9-cym.pdf,application/pdf,72798,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,7080,2017-04-12,PDF,
COP9,"Hysbysiad o gais. | Application notice",cop9-bil.pdf,application/pdf,147748,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10141,2017-04-12,PDF,
COP10,"Application notice for applications to be joined as a party",cop10-eng.pdf,application/pdf,281804,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10150,2017-04-12,PDF,
COP10,"Hysbysiad o gais ar gyfer ceisiadau i ymuno fel parti",cop10-cym.pdf,application/pdf,69982,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,7090,2017-04-12,PDF,
COP10,"Hysbysiad o gais ar gyfer ceisiadau i ymuno fel parti. | Application notice for applications to be joined as a party",cop10-bil.pdf,application/pdf,153905,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10151,2017-04-12,PDF,
COP12,"Special undertaking by trustees",cop12-eng.pdf,application/pdf,239004,2012-01-01,8,1,false,1,GetForm.do?court_forms_id=,10170,2017-04-12,PDF,
COP12,"Ymgymeriad arbennig gan ymddiriedolwyr",cop12-cym.pdf,application/pdf,55203,2012-01-01,25,1,false,1,W_GetForm.do?court_forms_id=,10170,2017-04-12,PDF,
COP14,"Proceedings about you in the Court of Protection",cop14-eng.pdf,application/pdf,241693,2013-12-01,8,1,false,1,GetForm.do?court_forms_id=,10190,2017-04-12,PDF,
COP14,"Achos yn eich cylch chi yn y Llys Gwarchod",cop14-cym.pdf,application/pdf,37352,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,7130,2017-04-12,PDF,
COP14,"Achos yn eich cylch yn y Llys Gwarchod. | Proceedings about you in the Court of Protection",cop14-bil.pdf,application/pdf,97604,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10191,2017-04-12,PDF,
COP14A,"Guidance Notes",cop14a-eng.pdf,application/pdf,40876,2015-09-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2783,2017-04-12,PDF,
COP15,"Notice that an application form has been issued",cop15-eng.pdf,application/pdf,243299,2013-12-01,8,1,false,1,GetForm.do?court_forms_id=,10200,2017-04-12,PDF,
COP15,"Hysbysiad bod ffurflen gais wedi'i chyhoeddi",cop15-cym.pdf,application/pdf,38182,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,10200,2017-04-12,PDF,
COP15,"Hysbysiad bod y ffurflen gais wedi'i chyhoeddi. | Notice that an application form has been issued",cop15-bil.pdf,application/pdf,107490,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10201,2017-04-12,PDF,
COP15A,"Guidance Notes",cop15a-eng.pdf,application/pdf,46700,2015-09-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2784,2017-04-12,PDF,
COP20,"Tystysgrif cyflwyno/diffyg cyflwyno Tystysgrif hysbysu/diffyg hysbysu. | Certificate of service/non-service Certificate of notification/non-notification",cop20-bil.pdf,application/pdf,281208,2010-03-01,26,1,false,1,GetForm.do?court_forms_id=,10250,2017-04-12,PDF,
COP20A,"Certificate of notification/non-notification of the person to whom the proceedings relate",cop20a-eng.pdf,application/pdf,125358,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10260,2017-04-12,PDF,
COP20B,"Certificate of service/non-service notification/non-notification",cop20b-eng.pdf,application/pdf,140797,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,10270,2017-04-12,PDF,
COP20B,"Tystysgrif cyflwyno/dim cyflwyno hysbysu/dim hysbysu",cop20b-cym.pdf,application/pdf,121194,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,7196,2017-04-12,PDF,
COP21A,"Guidance notes on completing form COP20A (Certificate of notification/non-notification of the person to whom the proceedings relate)",cop21a-eng.pdf,application/pdf,47097,2015-09-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2790,2017-04-12,PDF,
COP21B,"Guidance notes on completing form COP20B (Certificate of service non-service notification/non-notification)",cop21b-eng.pdf,application/pdf,42086,2015-09-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2791,2017-04-12,PDF,
